date,day_of_week,is_weekend,is_holiday,holiday_name,temperature,rainfall,event_impact_level,area_density_score,sales_1_day_ago,sales_7_days_ago,revenue,orders
2024-11-14,4,0,0,,21.24,1.18,1,65,446000.00,510000.00,503000.00,20
2024-11-15,5,0,0,,26.10,13.78,1,65,503000.00,471000.00,403000.00,16
2024-11-16,6,1,0,,22.90,0.00,1,65,403000.00,664000.00,681000.00,27
2024-11-17,7,1,0,,23.10,0.00,1,64,681000.00,534000.00,598000.00,23
2024-11-18,1,0,0,,25.78,14.80,1,60,598000.00,373000.00,430000.00,17
2024-11-19,2,0,0,,20.01,7.78,1,68,430000.00,369000.00,474000.00,18
2024-11-20,3,0,0,,25.28,26.86,1,63,474000.00,446000.00,382000.00,15
2024-11-21,4,0,0,,24.09,16.69,1,61,382000.00,503000.00,418000.00,16
2024-11-22,5,0,0,,21.58,18.35,1,70,418000.00,403000.00,465000.00,18
2024-11-23,6,1,0,,23.84,0.00,1,66,465000.00,681000.00,557000.00,22
2024-11-24,7,1,0,,26.21,8.05,1,60,557000.00,598000.00,589000.00,23
2024-11-25,1,0,0,,24.40,0.00,1,66,589000.00,430000.00,445000.00,17
2024-11-26,2,0,0,,22.52,8.86,1,62,445000.00,474000.00,489000.00,19
2024-11-27,3,0,0,,25.68,30.49,1,65,489000.00,382000.00,357000.00,14
2024-11-28,4,0,0,,23.42,0.00,1,64,357000.00,418000.00,452000.00,18
2024-11-29,5,0,0,,22.63,18.03,1,62,452000.00,465000.00,496000.00,19
2024-11-30,6,1,0,,25.45,13.40,1,64,496000.00,557000.00,676000.00,27
2024-12-01,7,1,0,,20.06,8.08,1,63,676000.00,589000.00,607000.00,24
2024-12-02,1,0,0,,21.78,0.00,1,60,607000.00,445000.00,559000.00,22
2024-12-03,2,0,0,,22.53,0.00,1,60,559000.00,489000.00,535000.00,21
2024-12-04,3,0,0,,25.19,0.00,1,61,535000.00,357000.00,586000.00,23
2024-12-05,4,0,0,,21.93,7.78,1,61,586000.00,452000.00,674000.00,26
2024-12-06,5,0,0,,20.62,16.71,1,60,674000.00,496000.00,622000.00,24
2024-12-07,6,1,0,,21.41,7.85,1,62,622000.00,676000.00,859000.00,34
2024-12-08,7,1,0,,24.12,2.31,1,62,859000.00,607000.00,711000.00,28
2024-12-09,1,0,0,,20.39,12.30,1,69,711000.00,559000.00,541000.00,21
2024-12-10,2,0,0,,24.45,16.56,1,61,541000.00,535000.00,477000.00,19
2024-12-11,3,0,0,,20.82,3.84,1,69,477000.00,586000.00,635000.00,25
2024-12-12,4,0,0,,22.68,0.00,1,61,635000.00,674000.00,708000.00,28
2024-12-13,5,0,0,,26.94,12.47,1,68,708000.00,622000.00,622000.00,24
2024-12-14,6,1,0,,24.78,0.76,1,62,622000.00,859000.00,811000.00,32
2024-12-15,7,1,0,,22.42,0.00,1,66,811000.00,711000.00,683000.00,27
2024-12-16,1,0,0,,24.90,0.00,1,64,683000.00,541000.00,560000.00,22
2024-12-17,2,0,0,,18.98,0.00,1,67,560000.00,477000.00,572000.00,22
2024-12-18,3,0,0,,22.48,17.91,1,61,572000.00,635000.00,506000.00,20
2024-12-19,4,0,0,,23.54,4.66,1,65,506000.00,708000.00,560000.00,22
2024-12-20,5,0,0,,22.71,9.99,1,62,560000.00,622000.00,821000.00,32
2024-12-21,6,1,0,,25.10,9.73,1,64,821000.00,811000.00,909000.00,36
2024-12-22,7,1,0,,23.37,0.00,1,69,909000.00,683000.00,726000.00,29
2024-12-23,1,0,0,,21.37,0.00,1,66,726000.00,560000.00,600000.00,24
2024-12-24,2,0,1,Giáng sinh Eve,20.83,0.00,1,76,600000.00,572000.00,728000.00,29
2024-12-25,3,0,1,Giáng sinh,26.22,2.04,1,74,728000.00,506000.00,733000.00,29
2024-12-26,4,0,0,,23.33,18.85,1,69,733000.00,560000.00,611000.00,24
2024-12-27,5,0,0,,19.54,0.00,1,64,611000.00,821000.00,547000.00,21
2024-12-28,6,1,0,,21.84,2.80,1,64,547000.00,909000.00,893000.00,35
2024-12-29,7,1,0,,22.99,27.05,1,61,893000.00,726000.00,806000.00,32
2024-12-30,1,0,0,,26.49,23.03,1,67,806000.00,600000.00,464000.00,18
2024-12-31,2,0,1,Tất niên,23.69,13.69,1,70,464000.00,728000.00,792000.00,31
2025-01-01,3,0,1,Tết Dương lịch,20.22,3.66,1,78,792000.00,733000.00,700000.00,28
2025-01-02,4,0,0,,22.26,0.00,1,65,700000.00,611000.00,610000.00,24
2025-01-03,5,0,0,,24.26,0.00,1,70,610000.00,547000.00,708000.00,28
2025-01-04,6,1,0,,20.35,0.00,1,69,708000.00,893000.00,737000.00,29
2025-01-05,7,1,0,,19.75,2.75,1,62,737000.00,806000.00,660000.00,26
2025-01-06,1,0,0,,24.57,0.00,1,64,660000.00,464000.00,479000.00,19
2025-01-07,2,0,0,,17.07,0.00,1,63,479000.00,792000.00,428000.00,17
2025-01-08,3,0,0,,22.44,13.23,1,68,428000.00,700000.00,445000.00,17
2025-01-09,4,0,0,,23.44,0.00,1,67,445000.00,610000.00,559000.00,22
2025-01-10,5,0,0,,22.74,1.79,1,67,559000.00,708000.00,567000.00,22
2025-01-11,6,1,0,,22.37,5.14,1,63,567000.00,737000.00,659000.00,26
2025-01-12,7,1,0,,21.53,4.62,1,66,659000.00,660000.00,605000.00,24
2025-01-13,1,0,0,,22.20,0.00,1,70,605000.00,479000.00,472000.00,18
2025-01-14,2,0,0,,22.63,0.00,1,69,472000.00,428000.00,517000.00,20
2025-01-15,3,0,0,,23.47,0.00,1,64,517000.00,445000.00,554000.00,22
2025-01-16,4,0,0,,20.28,0.00,1,62,554000.00,559000.00,583000.00,23
2025-01-17,5,0,0,,23.11,0.00,1,68,583000.00,567000.00,608000.00,24
2025-01-18,6,1,0,,20.85,0.00,1,60,608000.00,659000.00,696000.00,27
2025-01-19,7,1,0,,20.47,0.00,1,69,696000.00,605000.00,674000.00,26
2025-01-20,1,0,0,,25.38,0.00,1,61,674000.00,472000.00,497000.00,19
2025-01-21,2,0,0,,22.33,2.07,1,62,497000.00,517000.00,482000.00,19
2025-01-22,3,0,0,,26.52,0.00,1,67,482000.00,554000.00,497000.00,19
2025-01-23,4,0,0,,22.65,4.52,1,60,497000.00,583000.00,550000.00,22
2025-01-24,5,0,0,,21.21,2.14,1,67,550000.00,608000.00,616000.00,24
2025-01-25,6,1,0,,25.75,1.79,1,68,616000.00,696000.00,734000.00,29
2025-01-26,7,1,0,,25.67,0.00,1,61,734000.00,674000.00,698000.00,27
2025-01-27,1,0,0,,22.38,0.00,1,60,698000.00,497000.00,463000.00,18
2025-01-28,2,0,1,Mùng 1 Tết,25.03,2.92,1,72,463000.00,482000.00,799000.00,31
2025-01-29,3,0,1,Mùng 2 Tết,22.09,0.00,1,75,799000.00,497000.00,1077000.00,43
2025-01-30,4,0,1,Mùng 3 Tết,19.62,2.11,1,76,1077000.00,550000.00,1138000.00,45
2025-01-31,5,0,1,Mùng 4 Tết,24.03,0.00,1,77,1138000.00,616000.00,1161000.00,46
2025-02-01,6,1,1,Mùng 5 Tết,27.64,0.41,1,78,1161000.00,734000.00,1432000.00,57
2025-02-02,7,1,1,Mùng 6 Tết,22.60,0.00,1,75,1432000.00,698000.00,1068000.00,42
2025-02-03,1,0,0,,22.31,0.00,1,63,1068000.00,463000.00,524000.00,20
2025-02-04,2,0,0,,24.13,0.00,1,66,524000.00,799000.00,557000.00,22
2025-02-05,3,0,0,,22.01,0.00,1,64,557000.00,1077000.00,590000.00,23
2025-02-06,4,0,0,,23.10,0.00,1,62,590000.00,1138000.00,625000.00,25
2025-02-07,5,0,0,,21.50,0.00,1,64,625000.00,1161000.00,699000.00,27
2025-02-08,6,1,0,,23.92,0.00,1,65,699000.00,1432000.00,697000.00,27
2025-02-09,7,1,0,,20.98,0.00,1,70,697000.00,1068000.00,665000.00,26
2025-02-10,1,0,0,,25.71,0.00,1,67,665000.00,524000.00,470000.00,18
2025-02-11,2,0,0,,25.58,0.00,1,69,470000.00,557000.00,515000.00,20
2025-02-12,3,0,0,,25.38,1.68,1,62,515000.00,590000.00,648000.00,25
2025-02-13,4,0,0,,26.75,0.00,1,65,648000.00,625000.00,598000.00,23
2025-02-14,5,0,1,Valentine,24.95,0.00,1,78,598000.00,699000.00,1024000.00,40
2025-02-15,6,1,0,,21.21,0.00,1,61,1024000.00,697000.00,846000.00,33
2025-02-16,7,1,0,,21.17,0.00,1,60,846000.00,665000.00,775000.00,31
2025-02-17,1,0,0,,22.08,0.00,1,63,775000.00,470000.00,571000.00,22
2025-02-18,2,0,0,,22.46,0.00,1,64,571000.00,515000.00,567000.00,22
2025-02-19,3,0,0,,24.33,0.00,1,66,567000.00,648000.00,588000.00,23
2025-02-20,4,0,0,,23.82,0.00,1,70,588000.00,598000.00,644000.00,25
2025-02-21,5,0,0,,21.07,0.00,1,65,644000.00,1024000.00,680000.00,27
2025-02-22,6,1,0,,21.94,0.79,1,60,680000.00,846000.00,767000.00,30
2025-02-23,7,1,0,,26.31,3.56,1,68,767000.00,775000.00,745000.00,29
2025-02-24,1,0,0,,24.33,0.00,1,68,745000.00,571000.00,524000.00,20
2025-02-25,2,0,0,,25.41,0.00,1,68,524000.00,567000.00,633000.00,25
2025-02-26,3,0,0,,24.65,2.03,1,68,633000.00,588000.00,545000.00,21
2025-02-27,4,0,0,,23.40,0.38,1,62,545000.00,644000.00,588000.00,23
2025-02-28,5,0,0,,24.84,0.00,1,70,588000.00,680000.00,618000.00,24
2025-03-01,6,1,0,,27.40,0.00,1,66,618000.00,767000.00,946000.00,37
2025-03-02,7,1,0,,27.98,0.00,1,62,946000.00,745000.00,831000.00,33
2025-03-03,1,0,0,,27.20,0.00,1,64,831000.00,524000.00,558000.00,22
2025-03-04,2,0,0,,23.65,2.77,1,67,558000.00,633000.00,643000.00,25
2025-03-05,3,0,0,,26.50,0.00,1,62,643000.00,545000.00,583000.00,23
2025-03-06,4,0,0,,25.28,0.00,1,62,583000.00,588000.00,773000.00,30
2025-03-07,5,0,0,,23.27,0.00,1,66,773000.00,618000.00,784000.00,31
2025-03-08,6,1,1,Quốc tế Phụ nữ,27.90,0.00,1,70,784000.00,946000.00,984000.00,39
2025-03-09,7,1,0,,23.81,0.00,1,66,984000.00,831000.00,837000.00,33
2025-03-10,1,0,0,,26.60,0.00,1,65,837000.00,558000.00,562000.00,22
2025-03-11,2,0,0,,22.40,0.00,1,69,562000.00,643000.00,577000.00,23
2025-03-12,3,0,0,,21.08,0.00,1,68,577000.00,583000.00,624000.00,24
2025-03-13,4,0,0,,22.31,0.00,1,62,624000.00,773000.00,592000.00,23
2025-03-14,5,0,0,,25.33,0.00,1,65,592000.00,784000.00,870000.00,34
2025-03-15,6,1,0,,24.09,0.00,1,66,870000.00,984000.00,838000.00,33
2025-03-16,7,1,0,,27.05,0.00,1,70,838000.00,837000.00,840000.00,33
2025-03-17,1,0,0,,30.96,4.14,1,60,840000.00,562000.00,565000.00,22
2025-03-18,2,0,0,,24.86,0.00,1,68,565000.00,577000.00,560000.00,22
2025-03-19,3,0,0,,25.37,0.00,1,60,560000.00,624000.00,602000.00,24
2025-03-20,4,0,0,,28.46,0.00,1,64,602000.00,592000.00,627000.00,25
2025-03-21,5,0,0,,27.18,0.00,1,69,627000.00,870000.00,663000.00,26
2025-03-22,6,1,0,,25.79,0.00,1,61,663000.00,838000.00,799000.00,31
2025-03-23,7,1,0,,27.65,0.00,1,64,799000.00,840000.00,842000.00,33
2025-03-24,1,0,0,,25.08,0.00,1,60,842000.00,565000.00,547000.00,21
2025-03-25,2,0,0,,22.15,0.00,1,61,547000.00,560000.00,554000.00,22
2025-03-26,3,0,0,,27.95,0.00,1,70,554000.00,602000.00,691000.00,27
2025-03-27,4,0,0,,25.61,10.54,1,65,691000.00,627000.00,594000.00,23
2025-03-28,5,0,0,,24.87,0.81,1,62,594000.00,663000.00,733000.00,29
2025-03-29,6,1,0,,23.83,0.00,1,64,733000.00,799000.00,845000.00,33
2025-03-30,7,1,0,,25.82,0.00,1,66,845000.00,842000.00,745000.00,29
2025-03-31,1,0,0,,27.60,0.00,1,66,745000.00,547000.00,568000.00,22
2025-04-01,2,0,0,,30.01,0.00,1,61,568000.00,554000.00,646000.00,25
2025-04-02,3,0,0,,26.33,0.00,1,68,646000.00,691000.00,567000.00,22
2025-04-03,4,0,0,,24.73,0.00,1,69,567000.00,594000.00,666000.00,26
2025-04-04,5,0,0,,27.51,0.00,1,67,666000.00,733000.00,780000.00,31
2025-04-05,6,1,0,,26.04,0.00,1,63,780000.00,845000.00,884000.00,35
2025-04-06,7,1,0,,27.72,0.00,1,61,884000.00,745000.00,898000.00,35
2025-04-07,1,0,1,Giỗ Tổ Hùng Vương,25.46,7.86,1,72,898000.00,568000.00,841000.00,33
2025-04-08,2,0,0,,25.87,0.00,1,65,841000.00,646000.00,684000.00,27
2025-04-09,3,0,0,,30.08,0.00,1,64,684000.00,567000.00,645000.00,25
2025-04-10,4,0,0,,28.76,0.00,1,63,645000.00,666000.00,717000.00,28
2025-04-11,5,0,0,,28.75,0.56,1,64,717000.00,780000.00,700000.00,28
2025-04-12,6,1,0,,29.01,2.74,1,63,700000.00,884000.00,953000.00,38
2025-04-13,7,1,0,,27.40,0.00,1,70,953000.00,898000.00,818000.00,32
2025-04-14,1,0,0,,28.17,0.00,1,65,818000.00,841000.00,552000.00,22
2025-04-15,2,0,0,,25.32,0.00,1,61,552000.00,684000.00,648000.00,25
2025-04-16,3,0,0,,25.88,5.55,1,61,648000.00,645000.00,659000.00,26
2025-04-17,4,0,0,,26.58,2.06,1,67,659000.00,717000.00,604000.00,24
2025-04-18,5,0,0,,29.35,0.00,1,63,604000.00,700000.00,798000.00,31
2025-04-19,6,1,0,,27.36,0.00,1,69,798000.00,953000.00,999000.00,39
2025-04-20,7,1,0,,31.53,0.00,1,64,999000.00,818000.00,837000.00,33
2025-04-21,1,0,0,,28.82,0.00,1,70,837000.00,552000.00,555000.00,22
2025-04-22,2,0,0,,28.43,0.00,1,65,555000.00,648000.00,653000.00,26
2025-04-23,3,0,0,,31.18,2.59,1,63,653000.00,659000.00,703000.00,28
2025-04-24,4,0,0,,27.06,0.00,1,62,703000.00,604000.00,722000.00,28
2025-04-25,5,0,0,,28.68,0.00,1,65,722000.00,798000.00,792000.00,31
2025-04-26,6,1,0,,24.81,0.00,1,60,792000.00,999000.00,1011000.00,40
2025-04-27,7,1,0,,24.73,0.00,1,68,1011000.00,837000.00,1026000.00,41
2025-04-28,1,0,0,,30.45,0.00,1,70,1026000.00,555000.00,609000.00,24
2025-04-29,2,0,0,,30.15,0.00,1,63,609000.00,653000.00,628000.00,25
2025-04-30,3,0,1,Giải phóng miền Nam,27.81,0.00,1,75,628000.00,703000.00,1020000.00,40
2025-05-01,4,0,1,Quốc tế Lao động,30.21,0.00,1,75,1020000.00,722000.00,1184000.00,47
2025-05-02,5,0,0,,31.39,0.00,1,66,1184000.00,792000.00,705000.00,28
2025-05-03,6,1,0,,30.47,0.00,1,70,705000.00,1011000.00,904000.00,36
2025-05-04,7,1,0,,30.62,0.00,1,64,904000.00,1026000.00,977000.00,39
2025-05-05,1,0,0,,32.22,2.97,1,66,977000.00,609000.00,682000.00,27
2025-05-06,2,0,0,,31.78,10.46,1,67,682000.00,628000.00,537000.00,21
2025-05-07,3,0,0,,30.77,0.00,1,67,537000.00,1020000.00,704000.00,28
2025-05-08,4,0,0,,32.81,2.56,1,61,704000.00,1184000.00,934000.00,37
2025-05-09,5,0,0,,31.68,2.51,1,65,934000.00,705000.00,871000.00,34
2025-05-10,6,1,0,,28.09,2.40,1,66,871000.00,904000.00,1023000.00,40
2025-05-11,7,1,0,,30.21,0.00,1,64,1023000.00,977000.00,964000.00,38
2025-05-12,1,0,0,,28.64,3.32,1,60,964000.00,682000.00,592000.00,23
2025-05-13,2,0,0,,31.52,0.00,1,63,592000.00,537000.00,686000.00,27
2025-05-14,3,0,0,,29.53,0.00,1,61,686000.00,704000.00,725000.00,29
2025-05-15,4,0,0,,31.77,0.00,1,65,725000.00,934000.00,784000.00,31
2025-05-16,5,0,0,,28.99,0.00,1,67,784000.00,871000.00,839000.00,33
2025-05-17,6,1,0,,30.46,0.74,1,60,839000.00,1023000.00,915000.00,36
2025-05-18,7,1,0,,30.73,0.00,1,69,915000.00,964000.00,903000.00,36
2025-05-19,1,0,0,,30.49,0.00,1,67,903000.00,592000.00,706000.00,28
2025-05-20,2,0,0,,30.81,0.00,1,70,706000.00,686000.00,631000.00,25
2025-05-21,3,0,0,,32.19,0.00,1,61,631000.00,725000.00,769000.00,30
2025-05-22,4,0,0,,28.92,0.00,1,62,769000.00,784000.00,772000.00,30
2025-05-23,5,0,0,,30.79,0.00,1,64,772000.00,839000.00,853000.00,34
2025-05-24,6,1,0,,30.35,4.92,1,68,853000.00,915000.00,916000.00,36
2025-05-25,7,1,0,,31.28,0.00,1,60,916000.00,903000.00,845000.00,33
2025-05-26,1,0,0,,29.51,0.00,1,68,845000.00,706000.00,634000.00,25
2025-05-27,2,0,0,,29.57,0.00,1,64,634000.00,631000.00,654000.00,26
2025-05-28,3,0,0,,30.29,0.00,1,68,654000.00,769000.00,686000.00,27
2025-05-29,4,0,0,,29.01,0.00,1,62,686000.00,772000.00,743000.00,29
2025-05-30,5,0,0,,29.74,0.00,1,61,743000.00,853000.00,815000.00,32
2025-05-31,6,1,0,,27.25,0.00,1,68,815000.00,916000.00,1055000.00,42
2025-06-01,7,1,0,,31.36,0.00,1,60,1055000.00,845000.00,1124000.00,44
2025-06-02,1,0,0,,32.58,8.13,1,65,1124000.00,634000.00,770000.00,30
2025-06-03,2,0,0,,31.39,3.65,1,68,770000.00,654000.00,750000.00,30
2025-06-04,3,0,0,,32.42,0.00,1,64,750000.00,686000.00,846000.00,33
2025-06-05,4,0,0,,30.50,0.00,1,61,846000.00,743000.00,850000.00,34
2025-06-06,5,0,0,,31.54,0.00,1,60,850000.00,815000.00,700000.00,28
2025-06-07,6,1,0,,31.49,0.00,1,68,700000.00,1055000.00,1012000.00,40
2025-06-08,7,1,0,,31.83,0.00,1,63,1012000.00,1124000.00,999000.00,39
2025-06-09,1,0,0,,29.76,3.65,1,69,999000.00,770000.00,712000.00,28
2025-06-10,2,0,0,,33.12,0.00,1,65,712000.00,750000.00,745000.00,29
2025-06-11,3,0,0,,32.03,0.00,1,66,745000.00,846000.00,730000.00,29
2025-06-12,4,0,0,,30.26,0.00,1,70,730000.00,850000.00,708000.00,28
2025-06-13,5,0,0,,30.04,0.00,1,62,708000.00,700000.00,927000.00,37
2025-06-14,6,1,0,,31.96,5.43,1,67,927000.00,1012000.00,1033000.00,41
2025-06-15,7,1,0,,31.23,0.00,1,68,1033000.00,999000.00,930000.00,37
2025-06-16,1,0,0,,31.98,0.00,1,66,930000.00,712000.00,728000.00,29
2025-06-17,2,0,0,,32.82,0.00,1,66,728000.00,745000.00,870000.00,34
2025-06-18,3,0,0,,32.44,4.95,1,69,870000.00,730000.00,781000.00,31
2025-06-19,4,0,0,,31.08,0.00,1,62,781000.00,708000.00,764000.00,30
2025-06-20,5,0,0,,32.84,6.85,1,70,764000.00,927000.00,1010000.00,40
2025-06-21,6,1,0,,30.83,0.00,1,67,1010000.00,1033000.00,924000.00,36
2025-06-22,7,1,0,,32.16,14.53,1,63,924000.00,930000.00,944000.00,37
2025-06-23,1,0,0,,32.04,0.00,1,61,944000.00,728000.00,679000.00,27
2025-06-24,2,0,0,,31.61,2.62,1,64,679000.00,870000.00,778000.00,31
2025-06-25,3,0,0,,32.59,0.00,1,69,778000.00,781000.00,825000.00,33
2025-06-26,4,0,0,,31.60,0.00,1,65,825000.00,764000.00,715000.00,28
2025-06-27,5,0,0,,30.09,3.84,1,65,715000.00,1010000.00,830000.00,33
2025-06-28,6,1,0,,32.51,4.65,1,70,830000.00,924000.00,1265000.00,50
2025-06-29,7,1,0,,31.86,6.09,1,65,1265000.00,944000.00,939000.00,37
2025-06-30,1,0,0,,31.99,2.33,1,70,939000.00,679000.00,768000.00,30
2025-07-01,2,0,0,,32.05,0.00,1,69,768000.00,778000.00,754000.00,30
2025-07-02,3,0,0,,33.85,4.10,1,67,754000.00,825000.00,733000.00,29
2025-07-03,4,0,0,,32.11,0.00,1,64,733000.00,715000.00,846000.00,33
2025-07-04,5,0,0,,32.87,7.45,1,70,846000.00,830000.00,905000.00,36
2025-07-05,6,1,0,,31.58,0.00,1,65,905000.00,1265000.00,887000.00,35
2025-07-06,7,1,0,,30.93,0.00,1,69,887000.00,939000.00,918000.00,36
2025-07-07,1,0,0,,36.04,0.00,1,62,918000.00,768000.00,690000.00,27
2025-07-08,2,0,0,,33.35,0.00,1,60,690000.00,754000.00,708000.00,28
2025-07-09,3,0,0,,29.28,0.00,1,63,708000.00,733000.00,713000.00,28
2025-07-10,4,0,0,,33.12,0.00,1,60,713000.00,846000.00,698000.00,27
2025-07-11,5,0,0,,30.58,0.00,1,63,698000.00,905000.00,800000.00,32
2025-07-12,6,1,0,,30.45,0.00,1,65,800000.00,887000.00,1035000.00,41
2025-07-13,7,1,0,,30.97,0.00,1,64,1035000.00,918000.00,997000.00,39
2025-07-14,1,0,0,,32.14,0.00,1,69,997000.00,690000.00,837000.00,33
2025-07-15,2,0,0,,31.26,0.00,1,66,837000.00,708000.00,722000.00,28
2025-07-16,3,0,0,,33.33,0.00,1,61,722000.00,713000.00,766000.00,30
2025-07-17,4,0,0,,32.03,1.36,1,68,766000.00,698000.00,808000.00,32
2025-07-18,5,0,0,,32.08,0.00,1,60,808000.00,800000.00,966000.00,38
2025-07-19,6,1,0,,31.03,0.00,1,63,966000.00,1035000.00,1038000.00,41
2025-07-20,7,1,0,,32.03,0.00,1,62,1038000.00,997000.00,1068000.00,42
2025-07-21,1,0,0,,33.05,0.00,1,63,1068000.00,837000.00,709000.00,28
2025-07-22,2,0,0,,31.44,0.00,1,64,709000.00,722000.00,737000.00,29
2025-07-23,3,0,0,,28.17,0.00,1,64,737000.00,766000.00,708000.00,28
2025-07-24,4,0,0,,30.74,7.75,1,64,708000.00,808000.00,700000.00,28
2025-07-25,5,0,0,,32.27,0.00,1,64,700000.00,966000.00,1002000.00,40
2025-07-26,6,1,0,,32.62,7.25,1,60,1002000.00,1038000.00,1206000.00,48
2025-07-27,7,1,0,,29.26,0.00,1,70,1206000.00,1068000.00,1088000.00,43
2025-07-28,1,0,0,,30.84,0.79,1,65,1088000.00,709000.00,707000.00,28
2025-07-29,2,0,0,,32.35,1.09,1,60,707000.00,737000.00,725000.00,29
2025-07-30,3,0,0,,31.83,0.00,1,66,725000.00,708000.00,670000.00,26
2025-07-31,4,0,0,,31.26,0.00,1,66,670000.00,700000.00,781000.00,31
2025-08-01,5,0,0,,31.75,0.00,1,68,781000.00,1002000.00,764000.00,30
2025-08-02,6,1,0,,30.90,1.87,1,66,764000.00,1206000.00,960000.00,38
2025-08-03,7,1,0,,32.41,0.00,1,63,960000.00,1088000.00,901000.00,36
2025-08-04,1,0,0,,28.05,0.00,1,62,901000.00,707000.00,584000.00,23
2025-08-05,2,0,0,,33.17,0.00,1,60,584000.00,725000.00,678000.00,27
2025-08-06,3,0,0,,30.52,0.00,1,70,678000.00,670000.00,587000.00,23
2025-08-07,4,0,0,,30.46,0.00,1,67,587000.00,781000.00,703000.00,28
2025-08-08,5,0,0,,33.76,18.57,1,62,703000.00,764000.00,740000.00,29
2025-08-09,6,1,0,,31.28,0.00,1,66,740000.00,960000.00,898000.00,35
2025-08-10,7,1,0,,32.45,0.00,1,67,898000.00,901000.00,865000.00,34
2025-08-11,1,0,0,,32.03,0.00,1,66,865000.00,584000.00,587000.00,23
2025-08-12,2,0,0,,30.45,0.00,1,64,587000.00,678000.00,629000.00,25
2025-08-13,3,0,0,,29.46,0.00,1,60,629000.00,587000.00,591000.00,23
2025-08-14,4,0,0,,32.51,0.00,1,67,591000.00,703000.00,724000.00,28
2025-08-15,5,0,0,,29.94,0.00,1,62,724000.00,740000.00,827000.00,33
2025-08-16,6,1,0,,30.23,6.86,1,66,827000.00,898000.00,856000.00,34
2025-08-17,7,1,0,,31.51,0.00,1,67,856000.00,865000.00,813000.00,32
2025-08-18,1,0,0,,31.39,7.55,1,69,813000.00,587000.00,609000.00,24
2025-08-19,2,0,0,,30.65,0.00,1,69,609000.00,629000.00,579000.00,23
2025-08-20,3,0,0,,28.98,0.00,1,66,579000.00,591000.00,677000.00,27
2025-08-21,4,0,0,,29.76,0.00,1,61,677000.00,724000.00,662000.00,26
2025-08-22,5,0,0,,32.42,0.00,1,70,662000.00,827000.00,732000.00,29
2025-08-23,6,1,0,,29.22,0.00,1,63,732000.00,856000.00,906000.00,36
2025-08-24,7,1,0,,30.18,0.00,1,63,906000.00,813000.00,830000.00,33
2025-08-25,1,0,0,,31.17,0.00,1,65,830000.00,609000.00,570000.00,22
2025-08-26,2,0,0,,32.78,0.00,1,68,570000.00,579000.00,719000.00,28
2025-08-27,3,0,0,,28.53,6.65,1,64,719000.00,677000.00,668000.00,26
2025-08-28,4,0,0,,29.49,0.00,1,70,668000.00,662000.00,729000.00,29
2025-08-29,5,0,0,,31.51,0.00,1,60,729000.00,732000.00,683000.00,27
2025-08-30,6,1,0,,33.15,1.29,1,60,683000.00,906000.00,975000.00,39
2025-08-31,7,1,0,,32.08,0.00,1,65,975000.00,830000.00,854000.00,34
2025-09-01,1,0,0,,28.45,9.96,1,63,854000.00,570000.00,499000.00,19
2025-09-02,2,0,1,Quốc khánh,30.15,35.00,1,77,499000.00,719000.00,569000.00,22
2025-09-03,3,0,0,,26.58,18.22,1,64,569000.00,668000.00,475000.00,19
2025-09-04,4,0,0,,28.02,9.39,1,69,475000.00,729000.00,573000.00,22
2025-09-05,5,0,0,,31.69,32.88,1,63,573000.00,683000.00,445000.00,17
2025-09-06,6,1,0,,30.29,0.00,1,69,445000.00,975000.00,598000.00,23
2025-09-07,7,1,0,,28.91,22.47,1,65,598000.00,854000.00,551000.00,22
2025-09-08,1,0,0,,27.31,0.00,1,60,551000.00,499000.00,513000.00,20
2025-09-09,2,0,0,,29.11,0.00,1,64,513000.00,569000.00,525000.00,21
2025-09-10,3,0,0,,30.50,9.46,1,70,525000.00,475000.00,632000.00,25
2025-09-11,4,0,0,,28.39,0.00,1,68,632000.00,573000.00,541000.00,21
2025-09-12,5,0,0,,24.95,2.12,1,67,541000.00,445000.00,682000.00,27
2025-09-13,6,1,0,,27.51,29.59,1,64,682000.00,598000.00,626000.00,25
2025-09-14,7,1,0,,27.94,0.00,1,62,626000.00,551000.00,698000.00,27
2025-09-15,1,0,0,,29.59,4.63,1,67,698000.00,513000.00,444000.00,17
2025-09-16,2,0,0,,25.25,0.00,1,69,444000.00,525000.00,503000.00,20
2025-09-17,3,0,0,,29.46,17.00,1,69,503000.00,632000.00,467000.00,18
2025-09-18,4,0,0,,29.16,5.17,1,68,467000.00,541000.00,509000.00,20
2025-09-19,5,0,0,,29.12,0.00,1,66,509000.00,682000.00,496000.00,19
2025-09-20,6,1,0,,28.85,0.00,1,68,496000.00,626000.00,692000.00,27
2025-09-21,7,1,0,,23.86,0.00,1,63,692000.00,698000.00,609000.00,24
2025-09-22,1,0,0,,27.67,9.02,1,61,609000.00,444000.00,516000.00,20
2025-09-23,2,0,0,,30.34,1.17,1,69,516000.00,503000.00,520000.00,20
2025-09-24,3,0,0,,30.74,36.59,1,65,520000.00,467000.00,367000.00,14
2025-09-25,4,0,0,,27.48,25.69,1,70,367000.00,509000.00,447000.00,17
2025-09-26,5,0,0,,24.32,29.08,1,60,447000.00,496000.00,579000.00,23
2025-09-27,6,1,0,,30.61,16.81,1,60,579000.00,692000.00,529000.00,21
